*;N#CCC1CNC1=O;N#CCC1CNC1=O
*;CC1C2C3C(C#N)C2C13;CC1C2C3C(C#N)C2C13
*;CCCC(C)(CC)OC;CCCC(C)(CC)OC
*;O=C1CCN1CCO;O=C1CCN1CCO
*;OCCC1CC(CO)C1;OCCC1CC(CO)C1
*;CCCOCC(C)=O;CCCOCC(C)=O
*;CC1(C=O)NC1CC=O;CC1(C=O)NC1CC=O
*;CC(O)CCOC1CC1;CC(O)CCOC1CC1
*;C#CC1=C(C)CC(O)C1;C#CC1=C(C)CC(O)C1
*;CN(CC=O)C(=N)C=O;CN(CC=O)C(=N)C=O
*;O=COc1ccon1;O=COc1ccon1
*;O=CCC(O)CNC=O;O=CCC(O)CNC=O
*;CCC(C)NC(=O)NC;CCC(C)NC(=O)NC
*;O=CC1(OCCO)CC1;O=CC1(OCCO)CC1
*;CCC12C(O)C3C1CC32;CCC12C(O)C3C1CC32
*;C#CC1(C#C)COCO1;C#CC1(C#C)COCO1
*;CCCn1ccnc1;CCCn1ccnc1
*;CC(C)COC1CCC1;CC(C)COC1CCC1
*;C#Cc1[nH]ncc1CC;C#Cc1[nH]ncc1CC
*;CNC(C=O)(C=O)CO;CNC(C=O)(C=O)CO
*;CC1=C(CO)C(O)CC1;CC1=C(CO)C(O)CC1
*;O=CNCCOC1CC1;O=CNCCOC1CC1
*;CCC(O)C1CCCC1;CCC(O)C1CCCC1
*;CC(=O)CC(O)CO;CC(=O)CC(O)CO
*;CCNC(C)C(=O)OC;CCNC(C)C(=O)OC
*;CCC(C)(CO)OC=N;CCC(C)(CO)OC=N
*;C#CC(C)(C)C(=O)OC;C#CC(C)(C)C(=O)OC
*;O=CCCCCOC=O;O=CCCCCOC=O
*;O=CC1=CCC(C=O)C1;O=CC1=CCC(C=O)C1
*;C#CCNc1c[nH]cn1;C#CCNc1c[nH]cn1
*;CCNc1c[nH]c(O)n1;CCNc1c[nH]c(O)n1
*;C#CC1CC(C#N)C1=O;C#CC1CC(C#N)C1=O
*;C#CC(C#N)NCCO;C#CC(C#N)NCCO
*;N=c1ncoc(C=O)n1;N=c1ncoc(C=O)n1
*;COC(C=O)C1CCC1;COC(C=O)C1CCC1
*;C#CCCCCCCO;C#CCCCCCCO
*;C#CCC1CC1(C)C#N;C#CCC1CC1(C)C#N
*;CCCC(C)(C)C(N)=O;CCCC(C)(C)C(N)=O
*;NC(=O)Cc1ncon1;NC(=O)Cc1ncon1
*;C#CC(O)C12CCC1N2;C#CC(O)C12CCC1N2
*;C#CC1C(=O)NC1C=O;C#CC1C(=O)NC1C=O
*;O=CCC#CC(=O)C=O;O=CCC#CC(=O)C=O
*;CCNC(=O)N1CC1;CCNC(=O)N1CC1
*;CCCCC1CCC1O;CCCCC1CCC1O
*;CC1COC1(C)CC=O;CC1COC1(C)CC=O
*;CCCC1(O)C(O)C1O;CCCC1(O)C(O)C1O
*;O=COc1cc[nH]c1O;O=COc1cc[nH]c1O
*;CCC(CC)OCC#N;CCC(CC)OCC#N
*;CNc1nc(O)c(C)o1;CNc1nc(O)c(C)o1
*;O=CNCC1=CCOC1;O=CNCC1=CCOC1
*;CCn1ccnc1C;CCn1ccnc1C
*;C#CC1NC(C)CC1=O;C#CC1NC(C)CC1=O
*;Cn1cc(NC=O)cn1;Cn1cc(NC=O)cn1
*;N#CCC(=O)OCCO;N#CCC(=O)OCCO
*;OCC#CCCCO;OCC#CCCCO
*;CCCC(O)C1CN1C;CCCC(O)C1CN1C
*;CCOC1CCNC1=O;CCOC1CCNC1=O
*;Nc1onnc1CC=O;Nc1onnc1CC=O
*;N#CCOCCCCO;N#CCOCCCCO
*;CCC1(NC=O)CC1O;CCC1(NC=O)CC1O
*;COC1(C)CC1CC#N;COC1(C)CC1CC#N
*;CCCCOC(=N)C=O;CCCCOC(=N)C=O
*;CC1CC1(C)N(C)C=O;CC1CC1(C)N(C)C=O
*;O=CC(C=O)C1COC1;O=CC(C=O)C1COC1
*;CC1=CCC2C(CO)C12;CC1=CCC2C(CO)C12
*;COC=NC(C)(C)CO;COC=NC(C)(C)CO
*;CC(=O)C#CCC1CC1;CC(=O)C#CCC1CC1
*;CCC(C#N)(C#N)CC;CCC(C#N)(C#N)CC
*;OCCCn1cnnc1;OCCCn1cnnc1
*;CC(C)(C)COCC=O;CC(C)(C)COCC=O
*;COCC(N)(C#N)C#N;COCC(N)(C#N)C#N
*;O=CC1CC2CC1(O)C2;O=CC1CC2CC1(O)C2
*;Cn1ccc(CO)c1;Cn1ccc(CO)c1
*;C#CC(C(C)=O)C(C)=O;C#CC(C(C)=O)C(C)=O
*;C#CC(CC=O)OC=N;C#CC(CC=O)OC=N
*;C[NH2+]CC(CO)=N[O-];C[NH2+]CC(CO)=N[O-]
*;CCC(O)(C=O)C(C)C;CCC(O)(C=O)C(C)C
*;CC(O)C1NC1CC=O;CC(O)C1NC1CC=O
*;N#CCC(N)(C#N)C#N;N#CCC(N)(C#N)C#N
*;N#CCC1COC(=O)C1;N#CCC1COC(=O)C1
*;CC12C3C4C3C1(CO)N42;CC12C3C4C3C1(CO)N42
*;NC(=[NH2+])Nc1ncn[n-]1;NC(=[NH2+])Nc1ncn[n-]1
*;O=CCCc1cnno1;O=CCCc1cnno1
*;CCOC(=O)NC(C)C;CCOC(=O)NC(C)C
*;N#CC(=O)C1=CCCC1;N#CC(=O)C1=CCCC1
*;CCCC1C(O)C2NC12;CCCC1C(O)C2NC12
*;N=C1OC2(C=O)CC12;N=C1OC2(C=O)CC12
*;N#CC(CCO)OC=N;N#CC(CCO)OC=N
*;N#Cc1cnc(C#N)o1;N#Cc1cnc(C#N)o1
*;C#Cc1nc[nH]c1CO;C#Cc1nc[nH]c1CO
*;CCOCC1NC1CC;CCOCC1NC1CC
*;CCOC=NCCO;CCOC=NCCO
*;CC(=O)OCCCC=O;CC(=O)OCCCC=O
*;CC(CC=O)CCC=O;CC(CC=O)CCC=O
*;O=CC1C(O)C2CN12;O=CC1C(O)C2CN12
*;C#CCC(C)C(N)C#N;C#CCC(C)C(N)C#N
*;CCCNc1ncno1;CCCNc1ncno1
*;CCC(C)(C#N)CC=O;CCC(C)(C#N)CC=O
*;CCC(CCO)C(C)C;CCC(CCO)C(C)C
*;CC#CC(=O)COC=O;CC#CC(=O)COC=O
*;CC#CCc1cnn[nH]1;CC#CCc1cnn[nH]1
*;OCCc1ncon1;OCCc1ncon1
*;CN=COC1(C)CC1;CN=COC1(C)CC1
*;O=COc1cn[nH]c1;O=COc1cn[nH]c1
*;C#CCNC1CNC1=O;C#CCNC1CNC1=O
*;O=COc1c[nH]c(O)n1;O=COc1c[nH]c(O)n1
*;CCOC(C#N)=NC;CCOC(C#N)=NC
*;CCC12CCC(C)C1C2;CCC12CCC(C)C1C2
*;Cc1cc(CC=O)[nH]n1;Cc1cc(CC=O)[nH]n1
*;C#CC1(C)CC1C#N;C#CC1(C)CC1C#N
*;O=Cc1[nH]ccc1O;O=Cc1[nH]ccc1O
*;CCC(C)(C)CCO;CCC(C)(C)CCO
*;N#CC(C=O)COC=O;N#CC(C=O)COC=O
*;CCC1C(CC=O)N1C;CCC1C(CC=O)N1C
*;C#CC(C)(C#C)CCO;C#CC(C)(C#C)CCO
*;C#CC(C=O)C1CC1C;C#CC(C=O)C1CC1C
*;CC(OCC=O)C(N)=O;CC(OCC=O)C(N)=O
*;CC1(NC(N)=O)CC1O;CC1(NC(N)=O)CC1O
*;C#CC#CCCCCC;C#CC#CCCCCC
*;N=C(OC=O)C1CC1O;N=C(OC=O)C1CC1O
*;CC1(C=O)COC1(C)C;CC1(C=O)COC1(C)C
*;C#CC#CCOCC#C;C#CC#CCOCC#C
*;Cc1nc(OC=O)c[nH]1;Cc1nc(OC=O)c[nH]1
*;CC(C=O)C(C=O)C=O;CC(C=O)C(C=O)C=O
*;N#CCC1(CO)CO1;N#CCC1(CO)CO1
*;O=Cc1cn[nH]c(=O)c1;O=Cc1cn[nH]c(=O)c1
*;C#CC12CC3C(=O)C1C32;C#CC12CC3C(=O)C1C32
*;C#CCC(CCC)OC;C#CCC(CCC)OC
*;CCC1C=C(C)C2NC12;CCC1C=C(C)C2NC12
*;N#CC1COC(=O)OC1;N#CC1COC(=O)OC1
*;CC(OC=O)C1CC1O;CC(OC=O)C1CC1O
*;N#CCNC(=O)CCO;N#CCNC(=O)CCO
*;CN(C=O)CCC1CC1;CN(C=O)CCC1CC1
*;CC(CC=O)C1(C)CO1;CC(CC=O)C1(C)CO1
*;CCC1C2CC1(CO)O2;CCC1C2CC1(CO)O2
*;C#CCCC(C)C(C)=O;C#CCCC(C)C(C)=O
*;CCC12OC1C(C)C2C;CCC12OC1C(C)C2C
*;CCC(CO)C1CO1;CCC(CO)C1CO1
*;CCC(C)(CO)C(C)=O;CCC(C)(CO)C(C)=O
*;CC#CC(O)(C=O)CC;CC#CC(O)(C=O)CC
*;CC(C)C(C)(C#N)CO;CC(C)C(C)(C#N)CO
*;CCOCC1CN1CC;CCOCC1CN1CC
*;CC1CCN1C(=O)C#N;CC1CCN1C(=O)C#N
*;CC1(C=O)C2CC1C2;CC1(C=O)C2CC1C2
*;CCC#CCOC=N;CCC#CCOC=N
*;CC1=C(C=O)C2NC2C1;CC1=C(C=O)C2NC2C1
*;OCCOc1ccoc1;OCCOc1ccoc1
*;N#CCOCCCC=O;N#CCOCCCC=O
*;CCOCC(C)(C)CC;CCOCC(C)(C)CC
*;C#CC1CC=CCC1O;C#CC1CC=CCC1O
*;CC1(NC(N)=O)CC1;CC1(NC(N)=O)CC1
*;N#CCCc1ccc[nH]1;N#CCCc1ccc[nH]1
*;CCC#CC(C)OC=O;CCC#CC(C)OC=O
*;N#CC12CC1(N)CCN2;N#CC12CC1(N)CCN2
*;N#CC(N)CC(N)C#N;N#CC(N)CC(N)C#N
*;CCC1(O)CCC1C#N;CCC1(O)CCC1C#N
*;CCC1(C)CC1OC=O;CCC1(C)CC1OC=O
*;C#CC(O)CC(O)C=O;C#CC(O)CC(O)C=O
*;CC1(C)OC=NC1CO;CC1(C)OC=NC1CO
*;N#CCNCC1CC1;N#CCNCC1CC1
*;C#CC(C)(C)CCC#N;C#CC(C)(C)CCC#N
*;CCC1C(CO)C1OC;CCC1C(CO)C1OC
*;CC1C(C#N)CC1C=O;CC1C(C#N)CC1C=O
*;CC(C)C(C[NH3+])C(=O)[O-];CC(C)C(C[NH3+])C(=O)[O-]
*;[NH3+]C(CCO)CC(=O)[O-];[NH3+]C(CCO)CC(=O)[O-]
*;C#CCC(=O)C(N)=O;C#CCC(=O)C(N)=O
*;N#CC1CC(=O)C1O;N#CC1CC(=O)C1O
*;CC(CC=O)CNC=O;CC(CC=O)CNC=O
*;CC1(C)CCC1OC=O;CC1(C)CCC1OC=O
*;CN1C(CO)C1C1CN1;CN1C(CO)C1C1CN1
*;N#CCOc1cc[nH]c1;N#CCOc1cc[nH]c1
*;C#CCCCC(C)C=O;C#CCCCC(C)C=O
*;CC(C=O)NCCC#N;CC(C=O)NCCC#N
*;CCC1(C)CC12COC2;CCC1(C)CC12COC2
*;C#CCC1C2OCC12C;C#CCC1C2OCC12C
*;CCCC1CCC1CC;CCCC1CCC1CC
*;CN=C1CC(C)N1C=O;CN=C1CC(C)N1C=O
*;O=CC1(C=O)COCO1;O=CC1(C=O)COCO1
*;C#CC12CC1CC2(C)C;C#CC12CC1CC2(C)C
*;CCC1C(C)C1C1CC1;CCC1C(C)C1C1CC1
*;C#CC(CCO)C(N)=O;C#CC(CCO)C(N)=O
*;N#Cc1ncc(CO)[nH]1;N#Cc1ncc(CO)[nH]1
*;C#Cc1nc(O)nn1C;C#Cc1nc(O)nn1C
*;C#CCC1CCC(=O)N1;C#CCC1CCC(=O)N1
*;C#Cc1ccc(O)nc1;C#Cc1ccc(O)nc1
*;CCC1C2OC1C1NC12;CCC1C2OC1C1NC12
*;O=C1CC(CO)(CO)C1;O=C1CC(CO)(CO)C1
*;C#CCC1CC1C(N)=O;C#CCC1CC1C(N)=O
*;CCCc1coc(N)c1;CCCc1coc(N)c1
*;C#CC12OCC1CC2O;C#CC12OCC1CC2O
*;CCCC1(O)C(C)C1O;CCCC1(O)C(C)C1O
*;O=COC1CN(C=O)C1;O=COC1CN(C=O)C1
*;CC(O)(C=O)CC=O;CC(O)(C=O)CC=O
*;N#CCNC1(C=O)CC1;N#CCNC1(C=O)CC1
*;O=CCC#CCNC=O;O=CCC#CCNC=O
*;N=COC1CC2C(O)C12;N=COC1CC2C(O)C12
*;CC(CC#N)COC=O;CC(CC#N)COC=O
*;CC(CC=O)OCCO;CC(CC=O)OCCO
*;CCC(COC)=NO;CCC(COC)=NO
*;N#CC1C(O)CC2NC21;N#CC1C(O)CC2NC21
*;CC1(C=O)C2CCC21C;CC1(C=O)C2CCC21C
*;CCC1NC1(C#N)CC;CCC1NC1(C#N)CC
*;CC#CC1CC1(C)CC;CC#CC1CC1(C)CC
*;C#CC(C)(O)CC#CC;C#CC(C)(O)CC#CC
*;CCCCOCCCC;CCCCOCCCC
*;CC#CC(CC)C(N)=O;CC#CC(CC)C(N)=O
*;COCC(C)(C#N)CO;COCC(C)(C#N)CO
*;CCC(O)C(C=O)C=O;CCC(O)C(C=O)C=O
*;CCCNC(C)C#N;CCCNC(C)C#N
*;C#CCCC(=O)CCO;C#CCCC(=O)CCO
*;N#CC1C2N=C(N)NC12;N#CC1C2N=C(N)NC12
*;N#CCOC1COC1=O;N#CCOC1COC1=O
*;C#CC(O)CCN1CC1;C#CC(O)CCN1CC1
*;O=CC1(C=O)CC1CO;O=CC1(C=O)CC1CO
*;CCC12COC1C1OC12;CCC12COC1C1OC12
*;C#CC(C)C(O)CC;C#CC(C)C(O)CC
*;C#CC12NCC1OC2C;C#CC12NCC1OC2C
*;C#Cc1nnoc(=O)n1;C#Cc1nnoc(=O)n1
*;O=CC#CCC1CC1;O=CC#CCC1CC1
*;CC(N)(C#N)COC=O;CC(N)(C#N)COC=O
*;O=CC1=NCCN1C=O;O=CC1=NCCN1C=O
*;CC1(C#N)CCC12CN2;CC1(C#N)CCC12CN2
*;C#CCC1(N)COC1=O;C#CCC1(N)COC1=O
*;CCCC1(C(C)=O)CC1;CCCC1(C(C)=O)CC1
*;C#CCC1CC(O)CO1;C#CCC1CC(O)CO1
*;N#CC#CCOCCO;N#CC#CCOCCO
*;C#CC(C#N)C1(C)CN1;C#CC(C#N)C1(C)CN1
*;CCC(C)(O)C1CC1;CCC(C)(O)C1CC1
*;CCCC12OC3C1OC32;CCCC12OC3C1OC32
*;C#CC1(C#C)CC=CC1;C#CC1(C#C)CC=CC1
*;CC(CCC#N)=NO;CC(CCC#N)=NO
*;OCC#CC1NC1CO;OCC#CC1NC1CO
*;C#CC1(O)CC2OC21C;C#CC1(O)CC2OC21C
*;CCC1OCC1(O)CC;CCC1OCC1(O)CC
*;CC1(OCCCO)CC1;CC1(OCCCO)CC1
*;Nc1n[nH]c(=O)n1C=O;Nc1n[nH]c(=O)n1C=O
*;CC1OC=NC1CC#N;CC1OC=NC1CC#N
*;N=c1occcc1C=O;N=c1occcc1C=O
*;Cn1nnc(CO)c1O;Cn1nnc(CO)c1O
*;CC#CCC(C=O)CC;CC#CCC(C=O)CC
*;C#CC(C)(C=O)C=O;C#CC(C)(C=O)C=O
*;C#CCC#CC(C)OC;C#CCC#CC(C)OC
*;C#CCC(C#C)CCO;C#CCC(C#C)CCO
*;O=CC1=CCCCC1;O=CC1=CCCCC1
*;N#Cc1cnc(CO)[nH]1;N#Cc1cnc(CO)[nH]1
*;C#CC(C)OC(C)CC;C#CC(C)OC(C)CC
*;N#CC12CC(CC1=O)N2;N#CC12CC(CC1=O)N2
*;CC(C)OCC(=O)C#N;CC(C)OCC(=O)C#N
*;COC(C)(C)CC(N)=O;COC(C)(C)CC(N)=O
*;CCCC(=NO)C(C)O;CCCC(=NO)C(C)O
*;CC1C(CC#N)C2CC12;CC1C(CC#N)C2CC12
*;C#CC(CC)C(C)O;C#CC(CC)C(C)O
*;C#CCCC(O)C#N;C#CCCC(O)C#N
*;Cc1c(C#N)ncn1C;Cc1c(C#N)ncn1C
*;CCOCCC(=O)C=O;CCOCCC(=O)C=O
*;CCCCC(C=O)C=O;CCCCC(C=O)C=O
*;CCC1C2COC3C1C23;CCC1C2COC3C1C23
*;CCCOC1(C#N)CC1;CCCOC1(C#N)CC1
*;CC(=NO)C(C#N)CO;CC(=NO)C(C#N)CO
*;CC1=CC(C#N)CC1;CC1=CC(C#N)CC1
*;C#CCOCC(O)C=O;C#CCOCC(O)C=O
*;CCC1(C)C(C)C1(C)O;CCC1(C)C(C)C1(C)O
*;COC(=O)NCCO;COC(=O)NCCO
*;N=C1OC2C(NC=O)C12;N=C1OC2C(NC=O)C12
*;N#CCN=COC1CC1;N#CCN=COC1CC1
*;N#CCNC1CNC1=O;N#CCNC1CNC1=O
*;COC12CC1CC2C#N;COC12CC1CC2C#N
*;C#CC(C=O)C(=O)CC;C#CC(C=O)C(=O)CC
*;CNC1=NCC(C#N)O1;CNC1=NCC(C#N)O1
*;CCC1OC(=N)C1NC;CCC1OC(=N)C1NC
*;N#CCC1(CO)CN1;N#CCC1(CO)CN1
*;N#CC12C(=N)N3CC1C32;N#CC12C(=N)N3CC1C32
*;CCOC(=O)C(=O)NC;CCOC(=O)C(=O)NC
*;C#CC12OCC3OC1C32;C#CC12OCC3OC1C32
*;NC(=O)C(=O)C(=O)CO;NC(=O)C(=O)C(=O)CO
*;C#CC(C)c1cn[nH]c1;C#CC(C)c1cn[nH]c1
*;CCC(CC=O)CCO;CCC(CC=O)CCO
*;CCC#CC(=N)NC=O;CCC#CC(=N)NC=O
*;C#CC(C)C#CCCC;C#CC(C)C#CCCC
*;CC(=O)OCC1CN1C;CC(=O)OCC1CN1C
*;N#Cc1cc(=O)cco1;N#Cc1cc(=O)cco1
*;CCOCCCC=O;CCOCCCC=O
*;CCC1=CNC(=O)C1O;CCC1=CNC(=O)C1O
*;NC(=O)CCOC=O;NC(=O)CCOC=O
*;CCCCCOC1CC1;CCCCCOC1CC1
*;CCc1cc(OC)no1;CCc1cc(OC)no1
*;N#CCC1(O)CC=CC1;N#CCC1(O)CC=CC1
*;CCn1ccc(NC)n1;CCn1ccc(NC)n1
*;O=CCc1nnon1;O=CCc1nnon1
*;N#CC(O)C(O)C=O;N#CC(O)C(O)C=O
*;C#CC1CC2C(CC)C12;C#CC1CC2C(CC)C12
*;CC1(O)CN(C(N)=O)C1;CC1(O)CN(C(N)=O)C1
*;N#CCCCC#CC=O;N#CCCCC#CC=O
*;CNC(=O)NCC(C)C;CNC(=O)NCC(C)C
*;N#CC1(O)COCC1N;N#CC1(O)COCC1N
*;C#CC(C)C(C)=NO;C#CC(C)C(C)=NO
*;COCC12CCC1O2;COCC12CCC1O2
*;CCC12CC3C(C1C)C32;CCC12CC3C(C1C)C32
*;CCC12CC1(C)NC2=O;CCC12CC1(C)NC2=O
*;N#CC1(NC(N)=O)CC1;N#CC1(NC(N)=O)CC1
*;CC(CC=O)COC=O;CC(CC=O)COC=O
*;CC(C#N)(C=O)CCO;CC(C#N)(C=O)CCO
*;CC1(NC=O)C2CCC21;CC1(NC=O)C2CCC21
*;N#CCC1(N)COC1=N;N#CCC1(N)COC1=N
*;COCC1(C)C=CCC1;COCC1(C)C=CCC1
*;C#CCC#CCC#N;C#CCC#CCC#N
*;CC(CC=O)OC=N;CC(CC=O)OC=N
*;CC1C2OC(C)(CO)C12;CC1C2OC(C)(CO)C12
*;COCC1CC(O)CO1;COCC1CC(O)CO1
*;CCC12CC3C(O1)C32;CCC12CC3C(O1)C32
*;CC(C#N)CC1CC1O;CC(C#N)CC1CC1O
*;CCCC(CC)C(C)=O;CCCC(CC)C(C)=O
*;CN1C(=O)C(N)C1C#N;CN1C(=O)C(N)C1C#N
*;O=CCC1(O)C2CC1C2;O=CCC1(O)C2CC1C2
*;CC1(C)CC2C(C=O)C21;CC1(C)CC2C(C=O)C21
*;CC1C(C)C1(C#N)C#N;CC1C(C)C1(C#N)C#N
*;CC(C=O)OCCO;CC(C=O)OCCO
*;O=C(CO)n1nccn1;O=C(CO)n1nccn1
*;N=C(CC1CC1)NC=O;N=C(CC1CC1)NC=O
*;CC(=O)NC(=N)CO;CC(=O)NC(=N)CO
*;COC(=O)C(C=O)CO;COC(=O)C(C=O)CO
*;O=CC1N2CCC1(O)C2;O=CC1N2CCC1(O)C2
*;NC(=O)COCC1CO1;NC(=O)COCC1CO1
*;N#CC1NC1CCCO;N#CC1NC1CCCO
*;CC1CCC1(C)CO;CC1CCC1(C)CO
*;CC1C(=O)C2OC12C#N;CC1C(=O)C2OC12C#N
*;CCOC=NCCC=O;CCOC=NCCC=O
*;CC1(C=O)OC1C1CN1;CC1(C=O)OC1C1CN1
*;C#CC12OC1CC2CO;C#CC12OC1CC2CO
*;O=CNC=NCC1CC1;O=CNC=NCC1CC1
*;COCCOC(=O)C#N;COCCOC(=O)C#N
*;CCCC12CC1C1CN12;CCCC12CC1C1CN12
*;CC(C)C(O)C#CC#N;CC(C)C(O)C#CC#N
*;CCC#CC(C#N)CC;CCC#CC(C#N)CC
*;CC1NC(=O)NC1CO;CC1NC(=O)NC1CO
*;N#CC1CC(C=O)=CN1;N#CC1CC(C=O)=CN1
*;C#CCC(C)(C#N)C=O;C#CCC(C)(C#N)C=O
*;O=c1[nH]cc(CCO)o1;O=c1[nH]cc(CCO)o1
*;C#CC1NC1(C#N)CC;C#CC1NC1(C#N)CC
*;C#CC(CC)C(=O)C#N;C#CC(CC)C(=O)C#N
*;NC(=O)NC1CC=CC1;NC(=O)NC1CC=CC1
*;N#CC(CN)NCCO;N#CC(CN)NCCO
*;CCc1ccnc(=N)o1;CCc1ccnc(=N)o1
*;CCOC(=O)COC=N;CCOC(=O)COC=N
*;C#CC12OC3C1N(C)C32;C#CC12OC3C1N(C)C32
*;C#CC1C2CCC1C2;C#CC1C2CCC1C2
*;C#CC(C)(C#C)N1CC1;C#CC(C)(C#C)N1CC1
*;COC(CO)C1CCC1;COC(CO)C1CCC1
*;C#CC(C)(CO)OC=O;C#CC(C)(CO)OC=O
*;CC(O)(CC=O)CCO;CC(O)(CC=O)CCO
*;CCOC(C)(C)CCO;CCOC(C)(C)CCO
*;C#CC(C)(O)C#CC=O;C#CC(C)(O)C#CC=O
*;CC(=O)NC=NCC#N;CC(=O)NC=NCC#N
*;C#CC(=O)C1(C)OC1C;C#CC(=O)C1(C)OC1C
*;CCN1C2CC(C)(O)C21;CCN1C2CC(C)(O)C21
*;CC1C(CO)C1CCO;CC1C(CO)C1CCO
*;CC1(CCC=O)COC1;CC1(CCC=O)COC1
*;CC1CC2(CC#N)OC12;CC1CC2(CC#N)OC12
*;C#CC1OC1COC=N;C#CC1OC1COC=N
*;CCC12CC=CC1(C)C2;CCC12CC=CC1(C)C2
*;CCCC#CC1(C)CN1;CCCC#CC1(C)CN1
*;CCC(CO)OCC#N;CCC(CO)OCC#N
*;CCC12CC3C1C(O)C32;CCC12CC3C1C(O)C32
*;CC(C)(C=O)C1(C)CC1;CC(C)(C=O)C1(C)CC1
*;CCC(COC)COC;CCC(COC)COC
*;CC1OC1CC#CCO;CC1OC1CC#CCO
*;O=CC(O)C(=O)CCO;O=CC(O)C(=O)CCO
*;CC1(C#N)C2CC(=N)N21;CC1(C#N)C2CC(=N)N21
*;CCc1ccn(C)c1O;CCc1ccn(C)c1O
*;OCCCCC(F)(F)F;OCCCCC(F)(F)F
*;Nc1cc(CCO)[nH]n1;Nc1cc(CCO)[nH]n1
*;C#CC1OC2(C)CC12C;C#CC1OC2(C)CC12C
*;N#CCCc1ncn[nH]1;N#CCCc1ncn[nH]1
*;C[NH+]1C=C(C(=O)[O-])CC1;C[NH+]1C=C(C(=O)[O-])CC1
*;C#Cc1cc(C)c[nH]1;C#Cc1cc(C)c[nH]1
*;C#CC1=C(C)CCC1=O;C#CC1=C(C)CCC1=O
*;Nc1cnc(CO)cn1;Nc1cnc(CO)cn1
*;C#Cc1nc(N)c[nH]1;C#Cc1nc(N)c[nH]1
*;C#CCCC(C)(C)C=O;C#CCCC(C)(C)C=O
*;C#CCc1cocc1C;C#CCc1cocc1C
*;N#CCC1C=CCC1O;N#CCC1C=CCC1O
*;C#CC12N=CNC1C2O;C#CC12N=CNC1C2O
*;CCC1(CCO)OC1C;CCC1(CCO)OC1C
*;N#Cc1c[nH]c(CO)c1;N#Cc1c[nH]c(CO)c1
